caption,file_name_1,file_name_2,file_name_3,file_name_4,file_name_5,file_name_6,file_name_7,file_name_8,file_name_9,file_name_10
A vacuum cleaner is continuously running while solid objects pieces get sucked into it hitting its surface.,electric screwdriver_ST.wav,departing_train.wav,kitchen refrigerator working.wav,JM_MACHINE_Coffee Machine 01 - Office.wav,vacuuming upholstery.wav,25_MIXER.wav,ambiant hangar sound.wav,dumpster truck.wav,faucet2.wav,lift_relais.wav
A fast plane flies by at low altitude.,graveylargo.wav,strange wind 03.wav,office.refrigerator.wav,Underground Parking Ambience.wav,treinREM2.wav,City House Ambience.wav,thunder wind 02.wav,NY 176andSt.Nicholas AMB.wav,room tone empty train station quiet.wav,Ambiance1.wav
Someone is chopping something on a very hard surface.,screenplayTheater__footsteps_leatherSoles-onWood.wav,pukanie1.wav,PaperTossOnDesk.wav,foley footsteps walking in room indoors.wav,door walking exit.wav,RowanMagennis_160019_SD100_DeadBodyHitsWoodenFloor.wav,Walking on Wood Floor.wav,fist bang 2.wav,Footsteps Dirt 02.wav,echo_ljubljana_castle.wav
The growls and breath of a small animal.,Pug Woof 3.wav,Cat Meow and Purr.wav,md1trk13.wav,foley noisy chair moving standing up different speed.wav,Drinking Water and refreshing sigh.wav,stretch .wav,redbarn_feeding-horses.wav,rutting deer 2.wav,zippers02.wav,stray_dogs.wav
An ice-cream van is crossing the street making bell noise.,Inside Servaas Church 01 100411.wav,Bell Ring.R.wav,templebell.wav,church_bell_song.wav,crossing bells.wav,cowbells1.wav,Carillon Servaas Church 100411.wav,Lisbon&#39;s church.wav,1167church_clock_striking_ten.wav,MetroTrain.wav
A person is trying to make the dry leaves to powder using crusher.,Scraping of a Carpet with a Brush.wav,nxSample-158.wav,Blinds being opened and closed quickly and slowly.wav,Dry Erase.wav,md1trk13.wav,Remulada.wav,Squeaky Windshield Wipers.wav,plastic foil (outdoor recording).wav,150209 Trevor Webb Teeth Brushing.wav,Wheat ears shaken.wav
A motorcycle starts its engine and drives off.,arrancada i aturada de la moto.wav,FP_Diesel_Tractor_Start_Run.wav,ATV foley &amp; drive in woods - Reverberant [ST].wav,CarStart Idle Rev.wav,RC Helicopter Wind Blowing.wav,engine boat passing by.wav,bath room fan.wav,Morning Ride 7.wav,motors-moteurs.wav,Motor bikes passing by.wav
Many different species of birds are chirping while a truck idles in the background.,Neighbourhood Ambiance.wav,The Commons.wav,spider_monkeys.wav,Helicopter and crows passing overhead.wav,street.wav,Japan_Yukinoura_Bamboo_Forest_and_Road_.wav,Small italian village - Quite afternoon.wav,pineforest winter NL SHORT 130110_00.wav,ambient_sound.wav,Birds and Nature.wav
Church bells are ringing in a sequence to mark the time.,Carillon Servaas Church 100411.wav,20090419.san.pedro.bells.wav,Lisbon&#39;s church.wav,20101118.omnium.sanctorum.wav,20060730.bells.wav,Marble Church.wav,Inside Servaas Church 01 100411.wav,church bell_ljubljana.wav,1167church_clock_striking_ten.wav,cowbells1.wav
Rain is coming heavily with thunder and the water is flowing on the road.,thunderstorm_4.wav,Rain falling and thunder clapping in a storm.wav,20070610.thunder.wav,inicio.wav,"Rain next to open window, dog barks in the distance.wav",Storm in the mountain forest of Parc regional des Cevennes_1.wav,Fountain at place pigale - Paris - France.wav,Rain 02 091012.wav,thunder_nl.wav,"Wind in a tree, close to the foliage.wav"
A toolbox is being rattled around with items inside.,light.wav,Polaroid Camera Shot.wav,Squeaking of door handle and rumbling of door.wav,Blinds being opened and closed quickly and slowly.wav,Office environment.wav,Dropping and Putting Down of Keys.wav,Glass crushed 1.wav,bread_machine_1.wav,fliping paper.wav,Twist Off Bottle Cap.wav
Many people are chatting while the registers are beeping.,BigCrowdBigHall.wav,Ambience outside a series of restaurants.wav,160718 HSN spanish fish market.wav,110420-001_openair_cafe_karlsruhe_Schlosscafe.wav,aup.wav,SR005F.wav,Cafe 1.wav,Grocery Shop Atmos.wav,In_a_que01.wav,Kurla local train station Mumbai (1).wav
A person crushes snow with their boots as they walk.,20060129.scrub.04.wav,footsteps_pebble_each_01.wav,20060510.walk.scrub.wav,Footsteps on Crunchy Snow.wav,walk_hard_snow.wav,gravel walking.wav,plastic foil (outdoor recording).wav,walking 1.wav,Melon Stabs (Juicy).wav,3 persons walking slowly on grass noisy ambient 2.wav
Wind chimes are blowing in the wind making music and birds are chirping.,church_bell_song.wav,1_ambiente inicio.wav,cowbells1.wav,ambient_sound.wav,spider_monkeys.wav,The Commons.wav,Rain And Birds Chirping Krucifix Productions Sound Effects.wav,screech_owl.wav,004-Ambient Recording at Saint-Augustin (FR 7pm in October).wav,crossing bells.wav
A truck drives by while a woman speaks in the background.,Traffic Karl-Liebknechtstrasse 111223.wav,Diesel truck and small car.wav,City Street.wav,130916 General Paz y Panamericana.wav,psikedelic.wav,traffic at green light.wav,Roof with fans.wav,stoplight.wav,Ambience - Quiet Train.wav,Engine Reving.wav
Children and Adults talk with each other positively and laugh.,firenze_kids_churchyard.wav,city park Tel Aviv.wav,Twee dozen aardbeien.wav,shopper_atmos.wav,16 coffee shop ambience.wav,Binnenrotte market live 100309.wav,toy_tower.wav,begin-metro-BCN.wav,Kids GardenHose 130723_02.wav,PS3F_FOZ_centro_Mufato_anuncio2_tarde.wav
The wind is blowing in a steady gust until it dissipates.,CP_Whipping_Wind_Storm_Medium01.wav,Waves near the dock.wav,synthwind.wav,Mouth Wind Howling.wav,AMB_traffic_night_distant_02.wav,Ambience of the battle field2.wav,bright_wind.wav,Synthetic Thunderstorm.wav,plastic foil (outdoor recording).wav,Sea&amp;wind.wav
a fire is burning outside during a quite night.,RainFallsonUmbrellaMcCoy.wav,WaterDrops.wav,13_Rain_onGrassStone_Gutter_44_16.wav,leaves_on_the_wind.wav,"Wind in a tree, close to the foliage.wav",rainy morning in town.wav,20081231.fire.02.wav,Pork sausage.wav,inicio.wav,ICE55.wav
bell is ringing in a church with certain time intervals.,20060730.bells.wav,20101118.omnium.sanctorum.wav,church bell_ljubljana.wav,Lisbon&#39;s church.wav,Marble Church.wav,Carillon Servaas Church 100411.wav,1167church_clock_striking_ten.wav,20090419.san.pedro.bells.wav,templebell.wav,Inside Servaas Church 01 100411.wav
a pot is hit with a plastic pen.,md1trk13.wav,stretch .wav,trolley wheels foley-mg.wav,screenplayTheater__footsteps_leatherSoles-onWood.wav,abandoned-ballroom-objects-wood-metal.wav,Paper_Shake.wav,tile-scrape-flange1.wav,Bell from large rabbit plush.wav,150209 Trevor Webb Teeth Brushing.wav,Squeaking of door handle and rumbling of door.wav
beating fast to an object and it would be nail and hammer.,pukanie1.wav,Door pounding - increasing intensity.wav,Hammering_Empty tank_large_CLOSE.wav,fist bang 2.wav,Stiff Metal Wire.wav,04122 metallic cinematic hits.wav,150209 Trevor Webb Snooker.wav,Metal_Tin_Hit_bang.wav,settingdownglassbottle.wav,playing chess.wav
Slogan chanting is going on along with surrounding noise.,004-Ambient Recording at Saint-Augustin (FR 7pm in October).wav,Pad_1_w_melody.wav,NEW INTRO FEB 2012 TDAR.wav,"wind, basement, dripping water.wav",August night.wav,1167church_clock_striking_ten.wav,Synth Wind.wav,PlanetaryAndXporterSingleLoop_STTOS_recreated.wav,stray_dogs.wav,20110423_distant.cuckoo.wav
"A person runs, pants and snorts while birds chirp in the background.",Ambience - Freerange Birds - 96kHzsdasd.wav,pineforest winter NL SHORT 130110_00.wav,nia walking.wav,3 persons walking slowly on grass noisy ambient 2.wav,COUNTRY-farm-yard.wav,redbarn_feeding-horses.wav,spider_monkeys.wav,20070628.casual.ambiance.wav,Night in nature 2.wav,street.wav
It is a dazzling loud of rain and it is not as much heavy.,"Rain next to open window, dog barks in the distance.wav",Fountain at place pigale - Paris - France.wav,Heavy Rain tin roof.wav,inicio.wav,White Water.wav,Rain 02 091012.wav,"Wind in a tree, close to the foliage.wav",Heavy wind and rain.wav,RainFallsonUmbrellaMcCoy.wav,Stream 5 at Krka falls.wav
Static feedback with several loud thumps in the background.,03480 static white noise.wav,TONE pink noise  44.1 16bit.wav,stereo noise experiment 130820.wav,5. Apartment ambience inside room.wav,Electromagnetic Waves on a Macbook Pro.wav,JM_NOIZ_Buzz 01 - Neon Light.wav,crossing bells.wav,amsterdam bijmer station escalator.wav,Ambience_Outdoor_Wind_Birds.wav,ambiant hangar sound.wav
Some metal drums are being dragged across the floor.,Ambience_hurricane tube_low freq.wav,abandoned-ballroom-objects-wood-metal.wav,safe deposit box lock-unlock.wav,Door pounding - increasing intensity.wav,Hammering_Empty tank_large_CLOSE.wav,04122 metallic cinematic hits.wav,Remove crashed glass.wav,contact_mic_on_satellite_dish09.wav,window rapping.wav,Bell from large rabbit plush.wav
Sandpaper makes a scratchy sound amid newspapers being moved and crumpled.,Washing short hair.wav,Melon Stabs (Juicy).wav,footsteps_pebble_each_01.wav,md1trk18.wav,AlexandreJourdan_2013_s2.wav,Scraping of a Carpet with a Brush.wav,Brushing Hair.wav,Pills .wav,"Footsteps, slippers dragging on tile.wav",envelope.wav
A clock pendulum swings back and forth consistently.,Analog Wall Clock.wav,Electric Stovetop.wav,SmallCarriageClockTicking.wav,Kitchen Roomtone w_Dripping Faucet_1-2.wav,timber.wav,Hangers Moving.wav,CanChaos.wav,DeLisa Foley clicky robot talk 02.wav,Ambience_hurricane tube_low freq.wav,tile-scrape-flange1.wav
Group of people enjoying their day at a party night.,korea_flohmarkt.wav,110420-001_openair_cafe_karlsruhe_Schlosscafe.wav,Twee dozen aardbeien.wav,Carmel Market.wav,Cafe 1.wav,Binnenrotte market live 100309.wav,BigCrowdBigHall.wav,20110212_mercado.05.wav,In_a_que01.wav,Public Place.wav
"A boy talking in a public place, with voices in the background.",Ambience outside a series of restaurants.wav,Kurla local train station Mumbai (1).wav,BigCrowdBigHall.wav,shopper_atmos.wav,Kurla local train station Mumbai (2).wav,Cafe 1.wav,110420-001_openair_cafe_karlsruhe_Schlosscafe.wav,Mall Ambient.wav,16 coffee shop ambience.wav,160718 HSN spanish fish market.wav
"Bacon pops and sizzles in a pan, while liquid is splashing.",Pork sausage.wav,shower short.wav,Rain_Patter_01.wav,Grill.wav,13_Rain_onGrassStone_Gutter_44_16.wav,RainFallsThruTinGutterMcCoy.wav,WATER SHOWER 001.wav,Oil sizzling.wav,"Running Water, various pressure.wav",20081231.fire.02.wav
A car engine is turned on and makes a slow deep sound that turns into a faster higher pitch sound.,bath room fan.wav,Engine Reving.wav,CarStart Idle Rev.wav,car moving 01.wav,dumpster truck.wav,ambiant hangar sound.wav,washing_machine_beginning.wav,City House Ambience.wav,WM_drain_pre_spin_cycle_24_96_mono.wav,Crossroads with traffic lights #1.wav
Many people are having some conversations while a baby cries in the background.,16 coffee shop ambience.wav,110420-001_openair_cafe_karlsruhe_Schlosscafe.wav,Ambience outside a series of restaurants.wav,PS3F_FOZ_centro_Mufato_anuncio2_tarde.wav,20110212_mercado.05.wav,Twee dozen aardbeien.wav,Binnenrotte market live 100309.wav,korea_flohmarkt.wav,Cafe 1.wav,people chatting background.wav
It is be the rain slows down and the water drops fall down.,Heavy wind and rain.wav,Fountain at place pigale - Paris - France.wav,Rain 02 091012.wav,20100110.rain.marshes.wav,13_Rain_onGrassStone_Gutter_44_16.wav,"Wind in a tree, close to the foliage.wav","Rain next to open window, dog barks in the distance.wav",RainFallsThruTinGutterMcCoy.wav,20070610.thunder.wav,Storm in the mountain forest of Parc regional des Cevennes_1.wav
"Someone is walking through snow, then they kick the snow off there shoes and then walk in the snow again.",20060129.scrub.04.wav,20060510.walk.scrub.wav,Footsteps Dirt 02.wav,footsteps_pebble_each_01.wav,3 persons walking slowly on grass noisy ambient 2.wav,footsteps in woods.wav,footsteps-gravel-birds.wav,running_forest_snow.wav,Footsteps on Crunchy Snow.wav,walk_hard_snow.wav
Birds are chirping nicely and the children are playing.,sparrows_berlin.wav,Small italian village - Quite afternoon.wav,09-07-15_2053_Small place near metro station Faria Guimaraes in the evening.wav,ambient_sound.wav,AMB_CityPark_Day_Seagull_People.wav,swifts 2.wav,Ambient noise Kauai.wav,spider_monkeys.wav,Birds and Nature.wav,city park Tel Aviv.wav
A high speed train is passing by from the train station without stopping at the station.,vertrek.wav,"Train Passing, Close, Left to Right, B.wav","Amtrak Crescent and Commuter Train, Left to Right.wav",Intersection Wet_Metro Pass.wav,Train Mill Hill v1.wav,passage_tgv.wav,TREIN3.wav,Moscow metro journey.wav,Train Plan V 090627.wav,kamakura_train.wav
A rooster is crowing multiple times and flapping its wings.,chickens in coop.wav,grilla_garden_ambience.wav,ambience_rural_house_outdoors_noon.wav,160170_warm afternoon_OWI.wav,single bird.wav,spider_monkeys.wav,World Spinning_01.wav,thunder without rain.wav,crows and owl.wav,Budgies Chirping 2.wav
A group of men chanting and talking together.,wien_demo.wav,"Call to Prayer, Old Dehli.wav",20110212_mercado.05.wav,gaunermarkt_werbung.wav,Bar atmosphere - Not So Busy.wav,Busy Dining Room Atmos.wav,Cafe 1.wav,110420-001_openair_cafe_karlsruhe_Schlosscafe.wav,jf Resonant Space.wav,Portugese Fish Market.wav
Tap water is flowing into a container from fast to slow motion.,20130825-Water-fountain-Slavonice.wav,Water_Falling_Bathtub_Drain.wav,shower short.wav,bathroomSink1.wav,Taps in the Bath.wav,gully with water drips.wav,Dropping water.wav,sink1.wav,Peeing into toilet.wav,WATER DRIP 2 ECHO LOW PITCH.wav
A person is starting the vehicle and moves it.,ambiant hangar sound.wav,Engine Reving.wav,Ferry 03.wav,City Street.wav,FP_Diesel_Tractor_Start_Run.wav,dumpster truck.wav,110719_glasgowdemolish.wav,FastCarAmb.wav,getting_on_the_highway.wav,office.refrigerator.wav
Water pours into a container at an inconstant rate.,20130825-Water-fountain-Slavonice.wav,Stream Under Rocks.wav,creekclose.wav,gully with water drips.wav,Running water 20121021T2335.wav,Water_Falling_Bathtub_Drain.wav,drainage pipe running.wav,kenrokuen.wav,Stream trickling with small waterfall close by.wav,131227_strumyk_2.wav
Paper is slid across something and then folded and then the process repeats.,Scraping of a Carpet with a Brush.wav,Washing short hair.wav,"Footsteps, slippers dragging on tile.wav",Melon Stabs (Juicy).wav,Clothing Rubbing Foley Sound.wav,Brushing Hair.wav,3 persons walking slowly on grass noisy ambient 2.wav,entering shower moving curtain raffle raffling foley VARIOUS TAKES.wav,150209 Trevor Webb Teeth Brushing.wav,HeavySkirtMovement.wav
"A train coming down the track, getting louder and louder.",vertrek.wav,TREIN3.wav,Moscow metro journey.wav,110719_glasgowdemolish.wav,Train Plan V 090627.wav,WasherEndWashCycleStartSpinCycle.wav,NY 176andSt.Nicholas AMB.wav,"Amtrak Crescent and Commuter Train, Left to Right.wav",istanbul tram.wav,kamakura_train.wav
Wind chimes are blowing and jangling against each other.,cowbells1.wav,Key Jingling.wav,crossing bells.wav,1_ambiente inicio.wav,templebell.wav,Bell Ring.R.wav,MetroTrain.wav,copper-chimes.wav,Bell from large rabbit plush.wav,More china bowl.wav
the helicopter is starting to get ready for a flight.,"Helicopter interior, no rotor.wav",Helicopter Landing.wav,WasherEndWashCycleStartSpinCycle.wav,graveylargo.wav,bath room fan.wav,kitchen refrigerator working.wav,WASHER machine 2.wav,refrigerator buzzing.wav,departing_train.wav,crossing bells.wav
A man is quickly urinating in the toilet bowl.,Draining Kitchen Sink by Fajack.wav,Toilet Flush Krucifix Productions Sound Effects.wav,Plastic Rain Barrel short.wav,Plastic Rain Barrel long.wav,sink1.wav,gootsteen.wav,"Toilet flushing, water filling bowl.wav",Shower Turn on - Turn off.wav,Dropping water.wav,Toilet 2.wav
A person is opening and closing the zip from the bag.,Footsteps on Wood floor 1.wav,footsteps_pebble_each_01.wav,Washing short hair.wav,entering shower moving curtain raffle raffling foley VARIOUS TAKES.wav,Melon Stabs (Juicy).wav,Footsteps on Crunchy Snow.wav,bread_in_toaster.wav,Brushing Hair.wav,Snapping Stick.wav,envelope.wav
Someone walking then a few beeping noises and people talking.,steps in the station.wav,20091217.20.pedestrians.wav,maastricht town sounds.wav,UoA_Kcq_voices2_120224.wav,Covent_Garden_rain_5.wav,UoA_PJ120202_HighStAlleyEch.wav,noise pollution in a city park.wav,Ousman Ramble.wav,In_a_que01.wav,Outside Library.wav
"A motor engine rumbles slowly, then quickly, then slowing as a belt chirps in the background.",City Street.wav,Neighbourhood Ambiance.wav,street.wav,NY 176andSt.Nicholas AMB.wav,Diesel truck and small car.wav,Cicada.1.45.wav,110719_glasgowdemolish.wav,german motorway or the autobahn.wav,Cricket2.wav,office.refrigerator.wav
"A man reads a story in a loud robotic monotone drone, becoming very robotic at the end.",sweep phrase.wav,NEW INTRO FEB 2012 TDAR.wav,hillden.wav,PlanetaryAndXporterSingleLoop_STTOS_recreated.wav,Voktebef_I&#39;m not sure if I&#39;m here.wav,Hair Clippers 2.wav,Underground Parking Ambience.wav,"wind, basement, dripping water.wav",Interference3.wav,resonante bass ring-15.J.wav
